author,title
"MS Hossain, MA Hasan, M Uddin, MM Islam, R Mustafa",A belief rule based expert system to assess lung cancer under uncertainty
An Efficient Lip-reading Method Using K-nearest Neighbor Algorithm,"2015 18Th international conference on computer and information technology â€¦, 2015, 2015"
"TELKOMNIKA Indonesian Journal of Electrical Engineering 13 (2014), 2015, 2015","R Mustafa, D Zhu"
"R Mustafa, D Zhu",A novel method for sensing obscene videos using scene change detection
A Belief Rule based expert system to control traffic signals under uncertainty,"International Journal of Advancements in Computing Technology (IJACT) 7 (1), 50, 2015, 2015"
"2015 International Conference on Computer and Information Engineering (ICCIE â€¦, 2015, 2015","MS Hossain, H Sinha, R Mustafa"
"MS Islam, R Mustafa, MS Mahmud",Modeling Water Supply in Urban Slum by GIS Mapping
DNA Computer Based Algorithm for Recyclable Waste Paper Segregation,"Elixir Social Studies 85, 2015, 2015"
"Applied Soft Computing, 31 (2015) 223â€“240, 2015","Mohammad Osiur Rahman, Aini Hussain, Edgar Scavino, M A Hannan, Hassan Basri"
Towards a programmable semantic extract-transform-load framework for semantic data warehouses (Best Paper Award)),ISSN 1568-4946 (Index: ISI).
"Proceedings of the ACM Eighteenth International Workshop on Data Warehousing â€¦, 2015, 2015","RP Deb Nath, K Hose, TB Pedersen"
"MH Seddiqui, RPD Nath, M Aono",AN EFFICIENT METRIC OF AUTOMATIC WEIGHT GENERATION FOR PROPERTIES IN INSTANCE MATCHING TECHNIQUE
An intelligent framework for text-to-emotion analyzer,"International Journal of Web & Semantic Technology (IJWesT) 6 (1), 2015, 2015"
"2015 18th International Conference on Computer and Information Technology â€¦, 2015, 2015","N Afroz, MU Asad, L Dey, RPD Nath, MA Azim"
"I Ahmed, H Okumura, K Arai",Analysis on existing Basic SLAs and green SLAs to define new sustainable Green SLA
Green Service Level Agreement,"International Journal of Advanced Computer Science and Applications 6 (12 â€¦, 2015, 2015"
"International SEEDS Conference 2015, Leeds Beckett University, UK. 1 (1), 30, 2015, 2015","I Ahmed, A Klimova, E Rondeau, A Rybin"
"Mahim-Ul Asad, Nadia Afroz, Lily Dey, Rudra Pratap Deb Nath, Muhammad Anwarul Azim",Introducing active learning on text to emotion analyzer
An Efficient and Scalable Approach for Ontology Instance Matching,"IEEE, 17th International Conference on Computer and Information Technology, 35-40, December - 2014"
"JCP, Journal of Computers, VOL. 9, NO. 8:1755-1768, August - 2014","R.P.D. Nath, M.H. Seddiqui, M. Aono"
"R.P.D Nath, M.H. Seddiqui",Ontology Instance Matching for Semantic Data Integration
SHRECâ€™14 Track: Large Scale Comprehensive 3D Shape Retrieval.,"LAP LAMBERT Academic Publishing, 150, February - 2014"
"The Eurographics Association, Eurographics Workshop on 3D Object Retrieval (3DOR), 2014","Bo, L., Yijuan, L., Chunyuan, L., Afzal, G., Tobias, S., Masaki, A., Qiang, C., Chowdhury, N.K., Bin, F., Takahiko, F., Henry, J., Ryuichi, K., Hitoshi, K., Ryutarou, O., Atsushi,T."
"AN Chy, MH Seddiqui, S Das",Bangla news classification using naive Bayes classifier
An efficient and scalable approach for ontology instance matching,"16th Int'l Conf. Computer and Information Technology, 366-371, 2014, 2014"
"Journal of Computers 9 (8), 1755-1769, 2014, 2014","RPD Nath, H Seddiqui, M Aono"
"S Chakraborty, MHH Rahman, MH Seddiqui",Linked open data representation of historical heritage of Bangladesh
Bangla news classification using naive Bayes classifier,"16th Int'l Conf. Computer and Information Technology, 242-248, 2014, 2014"
"IEEE, 16th International Conference on Computer and Information Technology (ICCIT), 366-371, 2014","AN Chy, MH Seddiqui, S Das"
"M Yang, D Zhu, M Rashed, KP Chow",Learning domain-specific sentiment lexicon with supervised sentiment-aware lda
Obscenity Detection Using Haar-Like Features and Gentle Adaboost Classifier,"Frontiers in Artificial Intelligence and Applications, 2014, 2014"
"Scientific World Journal 2014, 6, 2014, 2014","R Mustafa, M Yang, D Zhu"
"L Dey, MU Asad, N Afroz, RPD Nath",Emotion extraction from real time chat messenger
A Conceptual Model for Effective Email Marketing,"2014 International Conference on Informatics, Electronics & Vision (ICIEV), 1-5, 2014, 2014"
"17th International Conference on Computer and Information Technology, 2014, 2014","ZL Bawm, RPD Nath"
"RPD Nath, MH Seddiqui, M Aono",An Efficient and Scalable Approach for Ontology Instance Matching.
Introducing Active Learning on Text to Emotion Analyzer,"JCP 9 (8), 1755-1768, 2014, 2014"
"17th International Conference on Computer and Information Technology, 2014, 2014","Mahim ul Asad, Nadia Sabrin, Lily Chowdhury, Rudra Pratap Deb Nath, Anwarul Azim"
"RPD Nath, H Seddiqui, M Aono",A novel automatic property weight generator for semantic data integration
Learning spatial relations for object-specific segmentation using Bayesian network model,"16th Int'l Conf. Computer and Information Technology, 408-413, 2014, 2014"
"Signal, Image and Video Processing, Volume 8, 1441â€“1450, 2014","Iker Gondra, Fahim Irfan Alam"
A comparison of 3D shape retrieval methods based on a large-scale benchmark supporting multimodal queries,"This paper features the major contributions of my Masters thesis. The main contribution of this paper is the inclusion of spatial relationships among the Object of Interest (OOI) fragments into the model in order to narrow this gap between low-level visual features and high-level semantics. For this purpose, we employ Bayesian networks as a probabilistic approach for learning the spatial relationships which, in turn, becomes evidence that is used for the process of segmenting future instances of the OOI. The algorithm presented in this paper also uses multiple instance learning to obtain prototypical descriptions of each fragment of the OOI based on low-level visual features. The experimental results on both artificial and real image datasets indicate that the addition of spatial relationships improves segmentation performance."
"Elsevier, Computer Vision and Image Understanding, 2014","Bo, L., Yijuan, L., Chunyuan, L., Afzal, G., Tobias, S., Masaki, A., Martin, B., Qiang, C., Chowdhury, N. K., Bin, F., Hongbo, F., Takahiko, F., Haisheng, L., Jianzhuang, L., Henry, J., Ryuichi, K., Hitoshi, K., Ryutarou, O., Atsushi T., Yajuan, W., Chaoli, Z., Changqing, Z."
Does Operating Efficiency Matter for the Returns of Banking Sector Stocks in Dhaka Stock Exchange?,"https://doi.org/10.1016/j.cviu.2014.10.006 Scopus, Q1, H-index: 139, SCIE"
"Universal Journal of Accounting and Finance USA, 121- 128, 2014","Mohammad Akter Hossan, Mohammad Ziaul Hoque, Bishajit Dey"
"Fahim Irfan Alam, Mumahammad Iqbal Hossain Chowdhury, Mohammad Reza Rabbani, Fateha Khanam Bappee",An Optimized Image Segmentation Algorithm
"This article was awarded as the best paper in the said conference. The different looking fragments of the same object impose the main challenge of producing a good segmentation. This leads to consider the high-level semantics of an image as well as the low-level visual features which require computationally intensive operations. This demands to optimize the computations as much as possible in order to reduce both computational and communication complexity. This paper proposes a framework which can be used to perform segmentation for a particular object by incorporating optimization in subsequent steps. The algorithm proposes an optimized K-means algorithm for image segmentation followed by balance calculations in multiple instance learning and topological relations with relative positions to identify OOI regions. Finally, a bayesian network is incorporated to contain the learned information about the model of the OOI. The preliminary experimental results suggest a significant drop in the complexity.","IEEE, Proceedings of the International Conference on Informatics, Electronics and Vision (ICIEV), 1-8, August - 2013"
"Mohammad Osiur Rahman, Aini Hussain, and Hassan Basri",A Critical Review on Waste Paper Sorting Techniques
"ISSN 1735-1472, DOI 10.1007/s13762-013-0222-3, (Index: ISI Q1)","International Journal of Environmental Science and Technology (IJEST), April - 2013"
"MZ Ullah, M Aono, MH Seddiqui",Estimating a ranked list of human hereditary diseases for clinical phenotypes by using weighted bipartite network
SEM12 at the NTCIR-10 INTENT-2 English Subtopic Mining Subtask.,"2013 35th Annual International Conference of the IEEE Engineering in â€¦, 2013, 2013"
"NTCIR, 2013, 2013","MZ Ullah, M Aono, MH Seddiqui"
"M.H.H. Rahman, S. Chakraborty, M.H. Seddiqui",Machine Understandable Information Representation of Geographic Related Data to the Administrative Structure of Bangladesh
[Best Paper Award],"16th International Conference on Computer and Information Technology (ICCIT), 2013"
"MKA Sikder, AN Chy, MH Seddiqui",Electronic health record system for human disease prediction and healthcare improvement in Bangladesh
Objectionable image detection in cloud computing paradigm-a review,"International Conference on Informatics, Electronics and Vision (ICIEV), 2013"
2013,"R Mustafa, D Zhu"
"R Mustafa, D Zhu",â€œJudgments on Video Applications for Required Contentsâ€ - using Evidential Reasoning (ER) Algorithm
An Investigation into Content Based Video processing in Cloud Computing Paradigm,"IPCV 2013, 2013, 2013"
"IPCV 2013, 2013, 2013","R Mustafa, D Zhu"
"Fahim Irfan Alam, Muhammad Iqbal Hasan Chowdhury",A Prediction Model to Support a Multilayer Network-based Universal Electronic Cash Transaction Framework
"In this paper, we proposed a multilayer network-supported framework that completely eliminates the need for paper money for all kinds of economic transactions. This paper proposes an extension of the framework by introducing embedded intelligence through the use of machine learning in order to facilitate the concept of data mining in our application. Because data mining is an important step in knowledge discovery, we can extract hidden and non-trivial information from raw data and predict a pattern that adds additional intelligence in our framework to make it more transparent and free of corruption. In this paper, we have utilized the significant functionalities of decision-tree classifiers in order to predict a transaction pattern for every concerned entity followed by handling all kinds of transactions by electronic means, and continuously monitoring them over the entire network.","The Smart Computing Review, Volume 3, Issue 4, 246-260, 2013"
"Chowdhury, N.K., Tatsuma, A. and Masaki, A.",A New Shape Descriptor based on Local and Global Feature for 3D Shape Retrieval.
Chromaticity Based Waste Paper Grade Identification,"Japan ITE Technical Report, Vol. 37, No. 56, Institute of Image Information and Television Engineers (ITE), 19-22, 2013"
"International Arab Journal of Information Technology (IAJIT), September - 2012","Mohammad Osiur Rahman, Aini Hussain, Noor Ezlin Ahmad Basri, Edgar Scavino, Hassan Basri, and M A Hannan"
Learning-Based Object Segmentation Using Regional Spatial Templates and Visual Features,"Vol.9, No.5, pp. 411-417, September 2012. (Index: ISI)."
"Springer, Proceedings of the International Conference on Computer Vision and Graphic, 397-406, September - 2012","Fahim Irfan Alam, Iker Gondra"
Incorporating shape into spatially-aware adaptive object segmentation algorithm,"This is the last contributory work from my Masters thesis. In this work, we revised the concept of directional spatial templates and introduce regional directional spatial templates as a means of including spatial relationships among Object of Interest (OOI) regions into the model. We presented an object segmentation algorithm that learns a model which includes both visual and spatial information. Given a training set of images containing the OOI, each image is oversegmented into visually homogeneous regions. Next, Multiple Instance Learning identifies regions that are likely to be part of the OOI. For each pair of such regions and for each relationship, a regional template is formed. The computational cost of template generation is reduced by sampling the reference region with a pixel set that is descriptive of its shape. Experiments indicate that regional templates are an effective way of including spatial information into the model which in turn results in a very significant improvement in segmentation performance."
"ACM, Proceedings of the Fifth International C* Conference on Computer Science and Software Engineering, 86-94, June - 2012","Fahim Irfan Alam, Iker Gondra"
Continuous functioning of soft system bus based centralized persistent computing system,"This is the second contribution of my Masters thesis. Our proposed object-specific segmentation algorithm (the first contribution of my Masters) learns a model of the objects which includes information on both the visual appearance of and the spatial relationships among the objects components. However, its performance heavily depends on the assumption that the visual appearance variability among object instances is low. We present an extension to our algorithm that relaxes this assumption by incorporating shape information into the object model."
"Society of Digital Information and Wireless Communications (SDIWC), Hong Kong, International Journal of New Computer Architectures and Their Applications 2 (2), 361-381, April - 2012","Quazi Mahera Jabeen, Muhammad Anwarul Azim, Yuichi Goto, Jingde Cheng"
Iqbal Ahmed,Circle Based Model-A new approach for Image Processing
Implication of Association Rules Employing FPÂ·Growth Algorithm for Knowledge Discovery,"LAP Lambert Academic Publishing, 1-76, March - 2012"
"14th International Conference on Computer and Information Technology (ICCIT 2011), IEEE, March - 2012",A.H.M. Sajedul Hoque; Sujit Kumar Mondal; Tassnim Manami Zaman; Paresh Chandra Barman; Md. Al-Amin Bhuiyan
"Person Detection, Re-identification and Tracking Using Spatio-Color-based Model for Non-Overlapping Multi-Camera Surveillance Systems",This paper shows the analysis for building Association Rules using FPÂ·Growth Algorithm under Classical Logic
"Smart Computing Review, vol. 2, no. 1, 42-59, February - 2012","Farah Jahan, Mohammad Khairul Islam, Joong-Hwan Baek"
"Farah Jahan, Mohammad Khairul Islam and Joong-Hwan Baek","Person Detection, Re-identification and Tracking Using Spatio-Color-based Model for Non-Overlapping Multi-Camera Surveillance Systems"
A Bayesian network-based tunable image segmentation algorithm for object recognition,"The Smart Computing Review, vol. 2, no. 1, February - 2012"
"IEEE, Proceedings of the International Symposium on Signal Processing and Information Technology (ISSPIT), 1-6, February - 2012","Fahim Irfan Alam, Iker Gondra"
Real-time Waste Paper Grading Using CBR Approach,"This is the first contributory work from my Masters thesis. During the initial phases of my research, I noticed that due to the objects consisting of different-looking fragments, traditional image segmentation algorithms that are based on the identification of homogeneous regions tend to oversegment. In this work, we used Multiple Instance Learning to learn prototypical representations of each fragment of the OOI and a Bayesian network to learn the spatial relationships that exist among those fragments. The Bayesian network, as a probabilistic graphical model, in turn becomes evidence that is used for the process of semantically accurate segmentation of future instances of the objects. The key contribution of this paper is the inclusion of domain-specific information in terms of spatial relationships as an input to a conventional Bayesian network structure learning algorithm."
"International Journal of Innovative Computing, Information and Control (IJICIC), 471-488, January - 2012","Mohammad Osiur Rahman, Aini Hussain, Edgar Scavino, M A Hannan, and Hassan Basri"
Resolving scalability issue to ontology instance matching in semantic web,"ISSN 1349-4198, Vol.8, No.1 (A), January 2012 (ISI Q1, Impact Factor 2.932 on 2009)"
"International Conference on Computer and Information Technology (ICCIT), 2012","RPD Nath, H Seddiqui, M Aono"
"R Mustafa, HH Rahman, MS Hossain",Mediator based architecture to address data heterogeneity
Resolving scalability issue to ontology instance matching in semantic web,"Daffodil International University, 2012, 2012"
"2012 15th International Conference on Computer and Information Technology â€¦, 2012, 2012","RPD Nath, H Seddiqui, M Aono"
"RPD Nath, H Seddiqui, M Aono",An efficient method for ontology instance matching
Human Detection and Tracking Based on Shape and Spatio-Temporal Information,"äººå·¥çŸ¥èƒ½å­¦ä¼šå…¨å›½å¤§ä¼šè«–æ–‡é›† ç¬¬ 26 å›žå…¨å›½å¤§ä¼š (2012), 1I2R41-1I2R41, 2012, 2012"
"International Conference of the Korea Institute of Information and Communication Engineering (ICKIICE 2012), 28-30 June, Istanbul, Turkey., 2012","Farah Jahan, Mohammad Khairul Islam, In-Gyu Kim, Seung-Jun Hwang and Joong-Hwan Baek"
"Quazi Mahera Jabeen, Muhammad Anwarul Azim, Yuichi Goto, Jingde Cheng",A Design of Centralized Persistent Computing System
Object detection and classification using extended descriptors for video surveillance applications,"Springer Berlin Heidelberg, International Conference on Informatics Engineering and Information Science, 604-617, November - 2011"
"The Journal of The Institute of Electronics Engineers of Korea (IEEK), South Korea, vol. 48, no. 4, pp. 456-464, July - 2011","Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min and Joong-Hwan Baek"
"Mohammad Khairul Islam, Farah Jahan, Jae Hong Min, In Kyu Kim, Joong-Hwan Baek",Object Classification Using Spatial and Color Covariance Descriptors
Road and Shoreline Detection for Automatic Flight Path Decision of Vision-Based UAV,"KISPS Summer Conference, Yong Nam University, South Korea, June - 2011"
"KISPS Summer Conference, Yeungnam University, Daegu, Korea, 70-72, June - 2011","In-kyu Kim, Jae-Hong Min, Sung-Jun Hwang, Khairul Islam, Farah Jahan, Joong-Hwan Baek"
"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, Joong-Hwan Baek",Object classification based on visual and extended features for video surveillance application
Fast Object Classification Using Texture and Color Information for Video Surveillance Applications,"8th Asian Control Conference (ASCC), Kaohsiung, Taiwan, 1398-1401, May - 2011"
"The Journal of Korea Navigation Institute, South Korea, vol. 15, no. 1, 140-146, February - 2011","Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, Joong-Hwan Baek"
"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min and Joong-Hwan Baek",Fast Object Classification Using Texture and Color Information for Video Surveillance Applications
Security Analysis of Peer-to-Peer based Soft System Bus based Systems,"The Journal of Korea Navigation Institute, South Korea,, vol. 15, no. 1, pp. 140-146, February - 2011"
"International Journal of Computer Science and Network Security 11 (2), 164-172, February - 2011","Muhammad Anwarul Azim, Yuichi Goto, Jingde Cheng"
"Tassnim Manami Zaman, A.H.M. Sajedul Hoque, Md. Al-Amin Bhuiyan",Knowledge Discovery and Intelligent Query Employing Fuzzy Logic
This paper provides the demonstration of building fuzzy association rules.,"International Conference on Mathematics and Computer Science, ICMCS, January - 2011"
"MH Seddiqui, S Das, I Ahmed, RPD Nath, M Aono",Augmentation of ontology instance matching by automatic weight generation
Intelligent Computer Vision System for Segregating Recyclable Waste Papers,"2011 World Congress on Information and Communication Technologies, 1390-1395, 2011, 2011"
"Expert Systems with Applications, 2011","Mohammad Osiur Rahman, Aini Hussain, M A Hannan, Edgar Scavino, Hassan Basri"
Object detection and classification using extended descriptors for video surveillance applications,"doi:10.1016/j.eswa.2011.02.112, pp.10398-10407, 2011 (ISI Q1, Impact Factor 2.908 on 2009, 5-years impact factor 3.162)."
"The Journal of The Institute of Electronics Engineers of Korea (IEEK), vol. 48, no. 4, 456-464, 2011","Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, Joong-Hwan Baek"
"MH Seddiqui, S Das, I Ahmed, RPD Nath, M Aono",Augmentation of ontology instance matching by automatic weight generation
Object Classification Using Spatial and Color Covariance Descriptors,"2011 World Congress on Information and Communication Technologies, 1390-1395, 2011, 2011"
"KISPS Summer Conference, 24-25 June 2011, pp. 70-72, Yeungnam University, Daegu, Korea., 2011","Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, In-kyu Kim and Joong-Hwan Baek"
"In-kyu Kim, Jae-Hong Min, Sung-Jun Hwang, Khairul Islam, Farah Jahan, and Joong-Hwan Baek",Road and Shoreline Detection for Automatic Flight Path Decision of Vision-Based UAV
Object classification based on visual and extended features for video surveillance application,"KISPS Summer Conference, 24-25 June 2011, pp. 70-72, Yeungnam University, Daegu, Korea., 2011"
"8th Asian Control Conference (ASCC), Kaohsiung, Taiwan, pp. 1398-1401, May 15-18, 2011., 2011","Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, and Joong-Hwan Baek"
"MH Seddiqui, S Das, I Ahmed, RPD Nath, M Aono",Augmentation of ontology instance matching by automatic weight generation
Knowledge Discovery in Banking System Employing Classical Logic versus Fuzzy Logic,"2011 World Congress on Information and Communication Technologies, 1390-1395, 2011, 2011"
"Second International Conference on Computational Intelligence Applications 2011, ICCIA, 9-13, 2011","A.H.M. Sajedul Hoque, Tassnim Manami Zaman, Sujit Kumer Mondol, Md. Al-Amin Bhuiyan"
A Naive Clustering Approach in Travel Time Prediction,This article provides an analysis of classifiers using classical and fuzzy logic in the domain of banking system.
"Computer Science Journals, International Journal of Data Engineering (IJDE), Vol. 2 Issue 2 pp:62-74, 2011","Nath, R.P.D., Chowdhury, N.K., and Aono, M."
"Chowdhury, N.K., and Leung, C.K.-S.",Improved Travel Time Prediction Algorithms for Intelligent Transportation Systems.
